Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV2609	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes_amylophilus(RS_GCF_025567365_1
ASV2610	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Alitiscatomonas	Alitiscatomonas_aceti(RS_GCF_025567195_1
ASV2611	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella_sp938023905(GB_GCA_938023905_1
ASV2612	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella_faecalis(RS_GCF_006337085_1
ASV2613	Bacteria	Bacillota_A	Clostridia	Christensenellales	UMGS416	Parachristensenella	Parachristensenella_sp900542005(GB_GCA_900542005_1
ASV2614	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas_umbilicata(RS_GCF_004346095_1
ASV2615	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV2616	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellaceae	Christensenella	Christensenella_minuta(RS_GCF_003628755_1
ASV2617	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV2618	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA
ASV2619	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus_caecimuris(RS_GCF_004340975_1
ASV2620	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	Adlercreutzia_rubneri(RS_GCF_009755265_1
ASV2621	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	NA
ASV2622	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus_aceti(RS_GCF_025567285_1
ASV2623	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E_siraeum(GB_GCA_025150425_1
ASV2624	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellaceae	Guopingia	Guopingia_tenuis(RS_GCF_014384805_1
ASV2625	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Scatousia	Scatousia_sp902383995(GB_GCA_902383995_1
ASV2626	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Scatousia	Scatousia_sp902383995(GB_GCA_902383995_1
ASV2627	Bacteria	Bacillota_A	Clostridia	Christensenellales	Christensenellaceae	Guopingia	Guopingia_tenuis(RS_GCF_014384805_1
ASV2628	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA866	NA
ASV2629	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus_evryensis(RS_GCF_000585335_1
ASV2630	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV2631	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV2632	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Aristaeella	NA
ASV2633	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-138	CALVLD01	CALVLD01_sp944336475(GB_GCA_944336475_1
ASV2634	Bacteria	NA	NA	NA	NA	NA	NA
ASV2635	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	UBA2883_sp002481545(GB_GCA_002481545_1
ASV2636	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_ruminis(RS_GCF_900113455_1
ASV2637	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter_rectalis(RS_GCF_000020605_1
ASV2638	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_ruminis(RS_GCF_900113455_1
ASV2639	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
ASV2640	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Faecalibacillus	Faecalibacillus_faecis(RS_GCF_003024675_1
ASV2641	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Otoolea	Otoolea_sp027698105(GB_GCA_027698105_1
ASV2642	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister_invisus(RS_GCF_000160055_1
ASV2643	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_salyersiae(RS_GCF_000381365_1
ASV2644	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_valericigenes_A(RS_GCF_021531915_1
ASV2645	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Cloacibacillus	Cloacibacillus_evryensis(RS_GCF_000585335_1
ASV2646	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	NA
ASV2647	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	HGM12789	HGM12789_sp900766585(GB_GCA_900766585_1
ASV2648	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_rara(RS_GCF_001275135_1
ASV2649	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium_propionicum(RS_GCF_025567525_1
ASV2650	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_onderdonkii(RS_GCF_025145285_1
ASV2651	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter_sp900545895(RS_GCF_016899775_1
ASV2652	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_bouchesdurhonensis(RS_GCF_900155865_1
ASV2653	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	QAMH01	QAMH01	QAMH01_sp003149935(GB_GCA_003149935_1
ASV2654	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV2655	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Proteus	Proteus_columbae(RS_GCF_002777965_1
ASV2656	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemania	NA
ASV2657	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella_morganii(RS_GCF_019243775_1
ASV2658	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV2659	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA
ASV2660	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Onthenecus	Onthenecus_sp900199405(GB_GCA_900199405_1
ASV2661	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E_siraeum(GB_GCA_025150425_1
ASV2662	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas_fastidiosa(RS_GCF_018326305_1
ASV2663	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	NA
ASV2664	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	NA
ASV2665	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis(RS_GCF_025147485_1
ASV2666	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV2667	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella_faecalis(RS_GCF_006337085_1
ASV2668	NA	NA	NA	NA	NA	NA	NA
ASV2669	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes_caccae(RS_GCF_014467075_1
ASV2670	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA
ASV2671	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium_lentum(RS_GCF_014287815_1
ASV2672	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Limivivens	Limivivens_faecihominis(RS_GCF_020686945_1
ASV2673	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV2674	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Pseudobutyricicoccus	NA
ASV2675	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV2676	Bacteria	Bacillota_A	Clostridia	Christensenellales	Borkfalkiaceae	NA	NA
ASV2677	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus_massiliensis(RS_GCF_900148495_1
ASV2678	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Huintestinicola	Huintestinicola_butyrica(RS_GCF_025567215_1
ASV2679	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV2680	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA
ASV2681	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Bariatricus	NA
ASV2682	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV2683	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV2684	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	URXU01	URXU01_sp900545025(GB_GCA_900545025_1
ASV2685	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	NA
ASV2686	Bacteria	Bacillota_B	Peptococcia	Peptococcales	Peptococcaceae	QAKL01	QAKL01_sp944391285(GB_GCA_944391285_1
ASV2687	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	Merdibacter_massiliensis(RS_GCF_900155395_1
ASV2688	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_electrica(RS_GCF_006711645_1
ASV2689	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV2690	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	UBA2883_sp002481545(GB_GCA_002481545_1
ASV2691	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV2692	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	URXU01	URXU01_sp900545025(GB_GCA_900545025_1
ASV2693	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_ruminis(RS_GCF_900113455_1
ASV2694	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	UBA2883	UBA2883_sp002481545(GB_GCA_002481545_1
ASV2695	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
ASV2696	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_congonensis(RS_GCF_900130125_1
ASV2697	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma_fastidiosa(RS_GCF_000313565_1
ASV2698	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	NA
ASV2699	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium_propionicum(RS_GCF_025567525_1
ASV2700	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	DTU064	DTU064_sp947624945(GB_GCA_947624945_1
ASV2701	Archaea	NA	NA	NA	NA	NA	NA
ASV2702	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum_faecicola(RS_GCF_003865035_1
ASV2703	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Anaeromassilibacillus	Anaeromassilibacillus_sp001305115(GB_GCA_001305115_1
ASV2704	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_zhangwenhongii(RS_GCF_009193325_2
ASV2705	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Gallintestinimicrobium	Gallintestinimicrobium_propionicum(RS_GCF_025567525_1
ASV2706	Bacteria	NA	NA	NA	NA	NA	NA
ASV2707	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Diplocloster	Diplocloster_agilis(RS_GCF_019042275_1
ASV2708	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A	NA
ASV2709	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella_morganii(RS_GCF_019243775_1
ASV2710	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Coprobacillaceae	Coprobacillus	Coprobacillus_cateniformis(RS_GCF_009767585_1
ASV2711	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	NA
ASV2712	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella_morganii(RS_GCF_019243775_1
ASV2713	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster_aldenensis(RS_GCF_003434055_1
ASV2714	Bacteria	Bacillota_A	Clostridia	Oscillospirales	UMGS1384	SIG502	SIG502_sp015067675(GB_GCA_015067675_1
ASV2715	Bacteria	Bacillota_A	Clostridia	UBA1212	UBA1255	Egerieisoma	Egerieisoma_sp900543695(GB_GCA_900543695_1
ASV2716	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	NA	NA
ASV2717	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Merdivicinus	Merdivicinus_intestinigallinarum(GB_GCA_018713335_1
ASV2718	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Vescimonas	Vescimonas_fastidiosa(RS_GCF_018326305_1
ASV2719	Bacteria	Actinomycetota	NA	NA	NA	NA	NA
ASV2720	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA
ASV2721	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Alitiscatomonas	Alitiscatomonas_aceti(RS_GCF_025567195_1
ASV2722	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes	Anaerostipes_amylophilus(RS_GCF_025567365_1
ASV2723	Bacteria	Bacillota_B	Dehalobacteriia	Dehalobacteriales	Dehalobacteriaceae	Formimonas	Formimonas_warabiya(RS_GCF_002777255_1
ASV2724	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella_faecalis(RS_GCF_006337085_1
ASV2725	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hominenteromicrobium	Hominenteromicrobium_mulieris(RS_GCF_020687165_1
ASV2726	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella_faecalis(RS_GCF_006337085_1
ASV2727	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV2728	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV2729	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV2730	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	NA
ASV2731	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas_parva(RS_GCF_016552165_1
ASV2732	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	NA
ASV2733	Bacteria	NA	NA	NA	NA	NA	NA
ASV2734	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Pseudobutyricicoccus	Pseudobutyricicoccus_sp003477405(GB_GCA_003477405_1
ASV2735	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Pygmaiobacter	Pygmaiobacter_hominis(RS_GCF_014287275_1
ASV2736	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_ovatus(RS_GCF_001314995_1
ASV2737	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV2738	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_thetaiotaomicron(RS_GCF_000011065_1
ASV2739	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV2740	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Huintestinicola	Huintestinicola_butyrica(RS_GCF_025567215_1
ASV2741	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	NA
ASV2742	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_ovatus(RS_GCF_001314995_1
ASV2743	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV2744	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella_hominis(RS_GCF_014287355_1
ASV2745	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Megamonas	Megamonas_funiformis(RS_GCF_010669225_1
ASV2746	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	NA	NA
ASV2747	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor_capillosus(RS_GCF_000169255_2
ASV2748	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_ruminis(RS_GCF_900113455_1
ASV2749	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis(RS_GCF_000012845_1
ASV2750	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA
ASV2751	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV2752	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV2753	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Buttiauxella	NA
ASV2754	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_congonensis(RS_GCF_900130125_1
ASV2755	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_ruminis(RS_GCF_900113455_1
ASV2756	Bacteria	Bacillota_A	Clostridia	Lachnospirales	CAG-274	Tyzzerella	NA
ASV2757	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus_massiliensis(RS_GCF_900148495_1
ASV2758	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Sarcina	NA
ASV2759	Bacteria	NA	NA	NA	NA	NA	NA
ASV2760	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_rara(RS_GCF_001275135_1
ASV2761	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Oxalobacter	Oxalobacter_formigenes(RS_GCF_027158485_1
ASV2762	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	NA
ASV2763	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas_faecalis(RS_GCF_003991565_1
ASV2764	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV2765	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Anaeromassilibacillus	Anaeromassilibacillus_sp001305115(GB_GCA_001305115_1
ASV2766	Bacteria	NA	NA	NA	NA	NA	NA
ASV2767	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
ASV2768	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV2769	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	NA	NA
ASV2770	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas	Sellimonas_intestinalis(RS_GCF_001280875_1
ASV2771	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_phytofermentans_A(RS_GCF_000733755_1
ASV2772	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania_massiliensis(RS_GCF_000327285_1
ASV2773	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D_parainfluenzae_M(RS_GCF_003253005_1
ASV2774	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola_aceti(RS_GCF_025567495_1
ASV2775	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_hominis(RS_GCF_014288095_1
ASV2776	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E	Ruminiclostridium_E_siraeum(GB_GCA_025150425_1
ASV2777	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_stercoris(RS_GCF_025147325_1
ASV2778	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	NA
ASV2779	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea	Dorea_formicigenerans(RS_GCF_025150245_1
ASV2780	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	NA
ASV2781	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	Acutalibacter_timonensis(RS_GCF_900048895_1
ASV2782	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Fumia	Fumia_xinanensis(RS_GCF_014384905_1
ASV2783	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter_A	Dysosmobacter_A_hominis(RS_GCF_014334055_1
ASV2784	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV2785	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	NA	NA
ASV2786	Bacteria	Bacillota_A	Clostridia	Oscillospirales	CAG-272	NA	NA
ASV2787	Bacteria	Bacillota_B	Peptococcia	Peptococcales	Peptococcaceae	QAKL01	QAKL01_sp944391285(GB_GCA_944391285_1
ASV2788	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	Dysosmobacter_excrementavium(GB_GCA_019118505_1
ASV2789	Bacteria	NA	NA	NA	NA	NA	NA
ASV2790	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	NA
ASV2791	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1623	UMGS1623_sp902492895(GB_GCA_902492895_1
ASV2792	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV2793	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hominenteromicrobium	Hominenteromicrobium_mulieris(RS_GCF_020687165_1
ASV2794	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Faecalimonas	Faecalimonas_umbilicata(RS_GCF_004346095_1
ASV2795	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_A	Clostridium_A_leptum(GB_GCA_000154345_1
ASV2796	Bacteria	Bacillota_A	Clostridia	Christensenellales	Aristaeellaceae	Onthenecus	Onthenecus_sp900199405(GB_GCA_900199405_1
ASV2797	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_A	Clostridium_A_leptum(GB_GCA_000154345_1
ASV2798	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella_sp900548585(GB_GCA_900548585_1
ASV2799	Bacteria	Cyanobacteriota	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Scatousia	Scatousia_sp902383995(GB_GCA_902383995_1
ASV2800	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus(RS_GCF_000012825_1
ASV2801	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_thetaiotaomicron(RS_GCF_000011065_1
ASV2802	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA
ASV2803	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Peptostreptococcus	Peptostreptococcus_stomatis(RS_GCF_000147675_1
ASV2804	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_intestinalis(RS_GCF_000172175_1
ASV2805	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_intestinalis(RS_GCF_000172175_1
ASV2806	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_shahii(RS_GCF_025145845_1
