Species,coef,pval,qval
Clostridium.novyi,-2.106740901,4.56E-09,1.28E-05
Sodalis.ligni,-2.106740901,4.56E-09,1.28E-05
Psychrobacter.sp..WY6,-2.106740901,4.56E-09,1.28E-05
Leifsonia.sp..21MFCrub1.1,-2.106740901,4.56E-09,1.28E-05
Pararhizobium.sp..A13,-2.106740901,4.56E-09,1.28E-05
Lawsonia.intracellularis,-2.106740901,4.56E-09,1.28E-05
Geobacter.sp..SVR,-2.106740901,4.56E-09,1.28E-05
Algicella.marina,-2.106740901,4.56E-09,1.28E-05
Nocardia.asteroides,-2.106740901,4.56E-09,1.28E-05
Baekduia.soli,-2.106740901,4.56E-09,1.28E-05
Clostridium.baratii,-2.106740901,4.56E-09,1.28E-05
Cereibacter.sphaeroides,-2.106740901,4.56E-09,1.28E-05
Hydrogenobacter.thermophilus,-2.106740901,4.56E-09,1.28E-05
Gardnerella.vaginalis,-2.106740901,4.56E-09,1.28E-05
Morganella.morganii,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.sp..I3.3.33,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.diazoefficiens,-2.106740901,4.56E-09,1.28E-05
Halobacteriovorax.sp..BALOs_7,-2.106740901,4.56E-09,1.28E-05
Dyadobacter.pollutisoli,-2.106740901,4.56E-09,1.28E-05
Amygdalobacter.nucleatus,-2.106740901,4.56E-09,1.28E-05
Leptospira.mayottensis,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.sp..IP.1.18,-2.106740901,4.56E-09,1.28E-05
Ottowia.sp..oral.taxon.894,-2.106740901,4.56E-09,1.28E-05
Siminovitchia.fortis,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.R7.0345,-2.106740901,4.56E-09,1.28E-05
Desulfuromonas.soudanensis,-2.106740901,4.56E-09,1.28E-05
Abyssalbus.ytuae,-2.106740901,4.56E-09,1.28E-05
Treponema.parvum,-2.106740901,4.56E-09,1.28E-05
Planococcus.sp..MB.3u.03,-2.106740901,4.56E-09,1.28E-05
Clostridium.manihotivorum,-2.106740901,4.56E-09,1.28E-05
Bombilactobacillus.bombi,-2.106740901,4.56E-09,1.28E-05
Lacrimispora.xylanolytica,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.R10.2782,-2.106740901,4.56E-09,1.28E-05
Sphingobium.yanoikuyae,-2.106740901,4.56E-09,1.28E-05
Spirosoma.sp..KUDC1026,-2.106740901,4.56E-09,1.28E-05
Flavihumibacter.rivuli,-2.106740901,4.56E-09,1.28E-05
Roseburia.rectibacter,-2.106740901,4.56E-09,1.28E-05
Effusibacillus.dendaii,-2.106740901,4.56E-09,1.28E-05
Cohaesibacter.sp..ES.047,-2.106740901,4.56E-09,1.28E-05
Pseudobutyrivibrio.xylanivorans,-2.106740901,4.56E-09,1.28E-05
Stutzerimonas.stutzeri,-2.106740901,4.56E-09,1.28E-05
Magnetospira.sp..QH.2,-2.106740901,4.56E-09,1.28E-05
Vogesella.sp..XCS3,-2.106740901,4.56E-09,1.28E-05
uncultured.Dethiosulfovibrio.sp.,-2.106740901,4.56E-09,1.28E-05
Christensenella.minuta,-2.106740901,4.56E-09,1.28E-05
Bacteroides.sp..A1C1,-2.106740901,4.56E-09,1.28E-05
Aeromonas.allosaccharophila,-2.106740901,4.56E-09,1.28E-05
Burkholderia.ubonensis,-2.106740901,4.56E-09,1.28E-05
Limnochorda.sp..LNt,-2.106740901,4.56E-09,1.28E-05
Caproicibacter.sp..BJN0012,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.polygoni,-2.106740901,4.56E-09,1.28E-05
Ethanoligenens.harbinense,-2.106740901,4.56E-09,1.28E-05
Rhizorhabdus.wittichii,-2.106740901,4.56E-09,1.28E-05
Saccharomonospora.azurea,-2.106740901,4.56E-09,1.28E-05
Emergencia.sp..JLR.KK010,-2.106740901,4.56E-09,1.28E-05
Labrenzia.sp..PHM005,-2.106740901,4.56E-09,1.28E-05
Sporosarcina.sp..B2O.1,-2.106740901,4.56E-09,1.28E-05
Enterococcus.faecium,-2.106740901,4.56E-09,1.28E-05
Carboxydothermus.hydrogenoformans,-2.106740901,4.56E-09,1.28E-05
Duodenibacillus.massiliensis,-2.106740901,4.56E-09,1.28E-05
Moorella.glycerini,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.mendocina,-2.106740901,4.56E-09,1.28E-05
Alkaliphilus.metalliredigens,-2.106740901,4.56E-09,1.28E-05
Clostridium.bornimense,-2.106740901,4.56E-09,1.28E-05
Caproiciproducens.sp..CPB.2,-2.106740901,4.56E-09,1.28E-05
Ezakiella.massiliensis,-2.106740901,4.56E-09,1.28E-05
Kineothrix.sp..IPX.CK,-2.106740901,4.56E-09,1.28E-05
Duncaniella.freteri,-2.106740901,4.56E-09,1.28E-05
Streptococcus.intermedius,-2.106740901,4.56E-09,1.28E-05
Ideonella.dechloratans,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.sp..WD16,-2.106740901,4.56E-09,1.28E-05
Rhodococcus.ruber,-2.106740901,4.56E-09,1.28E-05
Sinorhizobium.fredii,-2.106740901,4.56E-09,1.28E-05
Azoarcus.sp..KH32C,-2.106740901,4.56E-09,1.28E-05
Butyrivibrio.hungatei,-2.106740901,4.56E-09,1.28E-05
Alicycliphilus.denitrificans,-2.106740901,4.56E-09,1.28E-05
Streptomyces.coralus,-2.106740901,4.56E-09,1.28E-05
Gordonia.mangrovi,-2.106740901,4.56E-09,1.28E-05
Sinorhizobium.meliloti,-2.106740901,4.56E-09,1.28E-05
Sutterella.wadsworthensis,-2.106740901,4.56E-09,1.28E-05
Roseimicrobium.sp..ORNL1,-2.106740901,4.56E-09,1.28E-05
Mahlunavirus.rarus,-2.106740901,4.56E-09,1.28E-05
Selenomonas.sp..oral.taxon.920,-2.106740901,4.56E-09,1.28E-05
Microbulbifer.sp..MLAF003,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..OS1.32,-2.106740901,4.56E-09,1.28E-05
Trinickia.violacea,-2.106740901,4.56E-09,1.28E-05
Desulfonema.magnum,-2.106740901,4.56E-09,1.28E-05
Schleiferilactobacillus.harbinensis,-2.106740901,4.56E-09,1.28E-05
Acinetobacter.baumannii,-2.106740901,4.56E-09,1.28E-05
Reichenbachiella.carrageenanivorans,-2.106740901,4.56E-09,1.28E-05
Agromyces.larvae,-2.106740901,4.56E-09,1.28E-05
Amphibacillus.xylanus,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.inviolabile,-2.106740901,4.56E-09,1.28E-05
Phreatobacter.stygius,-2.106740901,4.56E-09,1.28E-05
Tritonibacter.mobilis,-2.106740901,4.56E-09,1.28E-05
Bacteroides.sp..MSB163,-2.106740901,4.56E-09,1.28E-05
Tetragenococcus.halophilus,-2.106740901,4.56E-09,1.28E-05
Legionella.pneumophila,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..IHB.B.3084,-2.106740901,4.56E-09,1.28E-05
Flavobacterium.gelatinilyticum,-2.106740901,4.56E-09,1.28E-05
Qiania.dongpingensis,-2.106740901,4.56E-09,1.28E-05
Luteolibacter.luteus,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.sediminicola,-2.106740901,4.56E-09,1.28E-05
Aeoliella.mucimassa,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.sp..CYL33,-2.106740901,4.56E-09,1.28E-05
Pectobacterium.carotovorum,-2.106740901,4.56E-09,1.28E-05
Salisediminibacterium.selenitireducens,-2.106740901,4.56E-09,1.28E-05
Streptococcus.equi,-2.106740901,4.56E-09,1.28E-05
Legionella.longbeachae,-2.106740901,4.56E-09,1.28E-05
Flavihumibacter.fluvii,-2.106740901,4.56E-09,1.28E-05
Pseudoduganella.armeniaca,-2.106740901,4.56E-09,1.28E-05
Rhodoferax.ferrireducens,-2.106740901,4.56E-09,1.28E-05
Petrocella.atlantisensis,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.sp..PAMB04168,-2.106740901,4.56E-09,1.28E-05
Sphingobacterium.mizutaii,-2.106740901,4.56E-09,1.28E-05
Phascolarctobacterium.succinatutens,-2.106740901,4.56E-09,1.28E-05
Pseudodesulfovibrio.tunisiensis,-2.106740901,4.56E-09,1.28E-05
Aeromonas.hydrophila,-2.106740901,4.56E-09,1.28E-05
Exiguobacterium.sp..AT1b,-2.106740901,4.56E-09,1.28E-05
Burkholderia.gladioli,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.amylolyticus,-2.106740901,4.56E-09,1.28E-05
Tepidibacillus.sp..LSZ.M11000,-2.106740901,4.56E-09,1.28E-05
Candidatus.Tisiphia.endosymbiont.of.Empis.tessellata,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..114,-2.106740901,4.56E-09,1.28E-05
Olleya.sp..Bg11.27,-2.106740901,4.56E-09,1.28E-05
Pedobacter.endophyticus,-2.106740901,4.56E-09,1.28E-05
Verrucomicrobium.spinosum,-2.106740901,4.56E-09,1.28E-05
Duganella.zoogloeoides,-2.106740901,4.56E-09,1.28E-05
Fusobacterium.varium,-2.106740901,4.56E-09,1.28E-05
Novisyntrophococcus.fermenticellae,-2.106740901,4.56E-09,1.28E-05
Brevundimonas.albigilva,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.duncaniae,-2.106740901,4.56E-09,1.28E-05
Pelosinus.sp..UFO1,-2.106740901,4.56E-09,1.28E-05
Neisseria.meningitidis,-2.106740901,4.56E-09,1.28E-05
Methylocystis.sp..MJC1,-2.106740901,4.56E-09,1.28E-05
Rothia.nasimurium,-2.106740901,4.56E-09,1.28E-05
Streptomyces.spongiicola,-2.106740901,4.56E-09,1.28E-05
Actinomyces.capricornis,-2.106740901,4.56E-09,1.28E-05
Streptococcus.equinus,-2.106740901,4.56E-09,1.28E-05
Streptomyces.niveus,-2.106740901,4.56E-09,1.28E-05
Rhodoferax.sp..MIZ03,-2.106740901,4.56E-09,1.28E-05
Syntrophothermus.lipocalidus,-2.106740901,4.56E-09,1.28E-05
Microbacterium.proteolyticum,-2.106740901,4.56E-09,1.28E-05
Tepidanaerobacter.acetatoxydans,-2.106740901,4.56E-09,1.28E-05
Yersinia.rohdei,-2.106740901,4.56E-09,1.28E-05
Candidatus.Electrothrix.sp..GW3.4,-2.106740901,4.56E-09,1.28E-05
Arcanobacterium.wilhelmae,-2.106740901,4.56E-09,1.28E-05
Salinimicrobium.tongyeongense,-2.106740901,4.56E-09,1.28E-05
Agathobaculum.sp..NTUH.O15.33,-2.106740901,4.56E-09,1.28E-05
Bacillus.sp..OxB.1,-2.106740901,4.56E-09,1.28E-05
Chelatococcus.sp..CO.6,-2.106740901,4.56E-09,1.28E-05
Ruminococcus.gauvreauii,-2.106740901,4.56E-09,1.28E-05
Blautia.pseudococcoides,-2.106740901,4.56E-09,1.28E-05
Alistipes.ihumii,-2.106740901,4.56E-09,1.28E-05
Dysosmobacter.welbionis,-2.106740901,4.56E-09,1.28E-05
Carboxydocella.thermautotrophica,-2.106740901,4.56E-09,1.28E-05
Lachnoanaerobaculum.gingivalis,-2.106740901,4.56E-09,1.28E-05
Thermoclostridium.stercorarium,-2.106740901,4.56E-09,1.28E-05
Amycolatopsis.sp..2.2,-2.106740901,4.56E-09,1.28E-05
Burkholderia.oklahomensis,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..19GGS1.52,-2.106740901,4.56E-09,1.28E-05
Moorena.producens,-2.106740901,4.56E-09,1.28E-05
X.Ruminococcus..lactaris,-2.106740901,4.56E-09,1.28E-05
Clostridium.carboxidivorans,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.prioritasuperba,-2.106740901,4.56E-09,1.28E-05
Dyadobacter.fermentans,-2.106740901,4.56E-09,1.28E-05
Geminocystis.sp..NIES.3708,-2.106740901,4.56E-09,1.28E-05
Quatrionicoccus.australiensis,-2.106740901,4.56E-09,1.28E-05
Gibbsiella.quercinecans,-2.106740901,4.56E-09,1.28E-05
Vescimonas.fastidiosa,-2.106740901,4.56E-09,1.28E-05
Enterocloster.bolteae,-2.106740901,4.56E-09,1.28E-05
Alistipes.senegalensis,-2.106740901,4.56E-09,1.28E-05
Oceanirhabdus.sp..W0125.5,-2.106740901,4.56E-09,1.28E-05
Actinoplanes.missouriensis,-2.106740901,4.56E-09,1.28E-05
Cognatishimia.activa,-2.106740901,4.56E-09,1.28E-05
Aquirufa.antheringensis,-2.106740901,4.56E-09,1.28E-05
Anaerocolumna.sp..AGMB13020,-2.106740901,4.56E-09,1.28E-05
Sedimentibacter.sp..zth1,-2.106740901,4.56E-09,1.28E-05
Arthrobacter.caoxuetaonis,-2.106740901,4.56E-09,1.28E-05
Sporomusa.ovata,-2.106740901,4.56E-09,1.28E-05
Liquorilactobacillus.hordei,-2.106740901,4.56E-09,1.28E-05
Desulforamulus.ruminis,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..FSL.H8.0543,-2.106740901,4.56E-09,1.28E-05
Exiguobacterium.acetylicum,-2.106740901,4.56E-09,1.28E-05
Agathobacter.rectalis,-2.106740901,4.56E-09,1.28E-05
Flavonifractor.plautii,-2.106740901,4.56E-09,1.28E-05
Mucilaginibacter.gotjawali,-2.106740901,4.56E-09,1.28E-05
Dactylosporangium.sp..AC04546,-2.106740901,4.56E-09,1.28E-05
Tepidiforma.bonchosmolovskayae,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..481,-2.106740901,4.56E-09,1.28E-05
Flintibacter.sp..KGMB00164,-2.106740901,4.56E-09,1.28E-05
Tenacibaculum.maritimum,-2.106740901,4.56E-09,1.28E-05
Enterocloster.clostridioformis,-2.106740901,4.56E-09,1.28E-05
uncultured.Desulfobacter.sp.,-2.106740901,4.56E-09,1.28E-05
Marivirga.tractuosa,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..NBC_01451,-2.106740901,4.56E-09,1.28E-05
Rheinheimera.sp..MM224,-2.106740901,4.56E-09,1.28E-05
Lachnoclostridium.phocaeense,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..FSL.K6.1096,-2.106740901,4.56E-09,1.28E-05
Kocuria.rhizophila,-2.106740901,4.56E-09,1.28E-05
Sinorhizobium.sojae,-2.106740901,4.56E-09,1.28E-05
Thioalkalivibrio.paradoxus,-2.106740901,4.56E-09,1.28E-05
Thermosulfurimonas.marina,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..JN.9,-2.106740901,4.56E-09,1.28E-05
Hungatella.hathewayi,-2.106740901,4.56E-09,1.28E-05
Caproicibacterium.lactatifermentans,-2.106740901,4.56E-09,1.28E-05
Shigella.sonnei,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.canadensis,-2.106740901,4.56E-09,1.28E-05
Agrobacterium.leguminum,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.sp..BRD67,-2.106740901,4.56E-09,1.28E-05
Eubacterium.callanderi,-2.106740901,4.56E-09,1.28E-05
Halobellus.sp..DFY28,-2.106740901,4.56E-09,1.28E-05
Muriicola.soli,-2.106740901,4.56E-09,1.28E-05
Blautia.hansenii,-2.106740901,4.56E-09,1.28E-05
Romboutsia.ilealis,-2.106740901,4.56E-09,1.28E-05
X.Mannheimia..succiniciproducens,-2.106740901,4.56E-09,1.28E-05
Anaerocolumna.cellulosilytica,-2.106740901,4.56E-09,1.28E-05
Sulfuricystis.thermophila,-2.106740901,4.56E-09,1.28E-05
Plesiomonas.shigelloides,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.prausnitzii,-2.106740901,4.56E-09,1.28E-05
Agromyces.protaetiae,-2.106740901,4.56E-09,1.28E-05
Brachyspira.pilosicoli,-2.106740901,4.56E-09,1.28E-05
Blautia.liquoris,-2.106740901,4.56E-09,1.28E-05
Ruegeria.sp..TM1040,-2.106740901,4.56E-09,1.28E-05
Peptoclostridium.acidaminophilum,-2.106740901,4.56E-09,1.28E-05
Moorella.thermoacetica,-2.106740901,4.56E-09,1.28E-05
Microbacterium.testaceum,-2.106740901,4.56E-09,1.28E-05
Nissabacter.sp..SGAir0207,-2.106740901,4.56E-09,1.28E-05
Jannaschia.sp..W003,-2.106740901,4.56E-09,1.28E-05
Salisediminibacterium.beveridgei,-2.106740901,4.56E-09,1.28E-05
Calditerrivibrio.nitroreducens,-2.106740901,4.56E-09,1.28E-05
Blautia.producta,-2.106740901,4.56E-09,1.28E-05
Thiocapsa.bogorovii,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.monticola,-2.106740901,4.56E-09,1.28E-05
Propionibacterium.freudenreichii,-2.106740901,4.56E-09,1.28E-05
Micromonospora.inositola,-2.106740901,4.56E-09,1.28E-05
Flaviramulus.sp..BrNp1.15,-2.106740901,4.56E-09,1.28E-05
Limnoglobus.roseus,-2.106740901,4.56E-09,1.28E-05
Ligilactobacillus.ruminis,-2.106740901,4.56E-09,1.28E-05
Labrenzia.sp..VG12,-2.106740901,4.56E-09,1.28E-05
Solidesulfovibrio.carbinolicus,-2.106740901,4.56E-09,1.28E-05
Enterococcus.mundtii,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.xylanilyticus,-2.106740901,4.56E-09,1.28E-05
Anaerostipes.rhamnosivorans,-2.106740901,4.56E-09,1.28E-05
Herbaspirillum.hiltneri,-2.106740901,4.56E-09,1.28E-05
Limnohabitans.sp..63ED37.2,-2.106740901,4.56E-09,1.28E-05
Acutalibacter.muris,-2.106740901,4.56E-09,1.28E-05
Priestia.flexa,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..MB40.C1,-2.106740901,4.56E-09,1.28E-05
Latilactobacillus.curvatus,-2.106740901,4.56E-09,1.28E-05
Butyrivibrio.fibrisolvens,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..SY8519,-2.106740901,4.56E-09,1.28E-05
Aequorivita.sublithincola,-2.106740901,4.56E-09,1.28E-05
Halobacillus.litoralis,-2.106740901,4.56E-09,1.28E-05
Massilistercora.timonensis,-2.106740901,4.56E-09,1.28E-05
Xanthomonas.hydrangeae,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.cellulositrophicus,-2.106740901,4.56E-09,1.28E-05
X.Clostridium..hylemonae,-2.106740901,4.56E-09,1.28E-05
Petroclostridium.sp..X23,-2.106740901,4.56E-09,1.28E-05
Bacillus.sp..FJAT.52991,-2.106740901,4.56E-09,1.28E-05
Emcibacter.sp.,-2.106740901,4.56E-09,1.28E-05
Intestinibacillus.sp..NTUH.41.i26,-2.106740901,4.56E-09,1.28E-05
Mogibacterium.pumilum,-2.106740901,4.56E-09,1.28E-05
Maliibacterium.massiliense,-2.106740901,4.56E-09,1.28E-05
Claveliimonas.bilis,-2.106740901,4.56E-09,1.28E-05
Heliomicrobium.modesticaldum,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.sp..AN.1,-2.106740901,4.56E-09,1.28E-05
Marvinbryantia.formatexigens,-2.106740901,4.56E-09,1.28E-05
Blautia.luti,-2.106740901,4.56E-09,1.28E-05
Wansuia.hejianensis,-2.106740901,4.56E-09,1.28E-05
Oscillibacter.hominis,-2.106740901,4.56E-09,1.28E-05
Solitalea.lacus,-2.106740901,4.56E-09,1.28E-05
Mixta.intestinalis,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..BIHB.4019,-2.106740901,4.56E-09,1.28E-05
Hymenobacter.sp..BT18,-2.106740901,4.56E-09,1.28E-05
Geosporobacter.ferrireducens,-2.106740901,4.56E-09,1.28E-05
Arthrobacter.alpinus,-2.106740901,4.56E-09,1.28E-05
Mogibacterium.neglectum,-2.106740901,4.56E-09,1.28E-05
Bacteroides.sp..ZJ.18,-2.106740901,4.56E-09,1.28E-05
Apibacter.raozihei,-2.106740901,4.56E-09,1.28E-05
Cupriavidus.necator,-2.106740901,4.56E-09,1.28E-05
Selenobaculum.gbiensis,-2.106740901,4.56E-09,1.28E-05
Peribacillus.asahii,-2.106740901,4.56E-09,1.28E-05
Trichococcus.shcherbakoviae,-2.106740901,4.56E-09,1.28E-05
Candidatus.Methylopumilus.rimovensis,-2.106740901,4.56E-09,1.28E-05
Rhizobium.rhizogenes,-2.106740901,4.56E-09,1.28E-05
Pandoraea.pulmonicola,-2.106740901,4.56E-09,1.28E-05
Romboutsia.hominis,-2.106740901,4.56E-09,1.28E-05
Acidilutibacter.cellobiosedens,-2.106740901,4.56E-09,1.28E-05
Listeria.seeligeri,-2.106740901,4.56E-09,1.28E-05
Dehalobacterium.formicoaceticum,-2.106740901,4.56E-09,1.28E-05
Echinicola.rosea,-2.106740901,4.56E-09,1.28E-05
Staphylococcus.felis,-2.106740901,4.56E-09,1.28E-05
Achromobacter.xylosoxidans,-2.106740901,4.56E-09,1.28E-05
Vibrio.jasicida,-2.106740901,4.56E-09,1.28E-05
Brachybacterium.sp..SGAir0954,-2.106740901,4.56E-09,1.28E-05
Thermanaerosceptrum.fracticalcis,-2.106740901,4.56E-09,1.28E-05
Streptococcus.pyogenes,-2.106740901,4.56E-09,1.28E-05
Kineothrix.sp..MB12.C1,-2.106740901,4.56E-09,1.28E-05
Anaerocolumna.sp..MB42.C2,-2.106740901,4.56E-09,1.28E-05
Emergencia.timonensis,-2.106740901,4.56E-09,1.28E-05
Selenomonas.timonae,-2.106740901,4.56E-09,1.28E-05
Mesorhizobium.sp..8,-2.106740901,4.56E-09,1.28E-05
Ectothiorhodospira.haloalkaliphila,-2.106740901,4.56E-09,1.28E-05
Aquiluna.sp..KACHI24,-2.106740901,4.56E-09,1.28E-05
Moorella.humiferrea,-2.106740901,4.56E-09,1.28E-05
Monoglobus.pectinilyticus,-2.106740901,4.56E-09,1.28E-05
Emticicia.sp..21SJ11W.3,-2.106740901,4.56E-09,1.28E-05
Hujiaoplasma.nucleasis,-2.106740901,4.56E-09,1.28E-05
Actinomadura.sp..WMMB.499,-2.106740901,4.56E-09,1.28E-05
Campylobacter.hominis,-2.106740901,4.56E-09,1.28E-05
Nocardioides.sp..HM61,-2.106740901,4.56E-09,1.28E-05
Candidatus.Velamenicoccus.archaeovorus,-2.106740901,4.56E-09,1.28E-05
Mediterraneibacter.gnavus,-2.106740901,4.56E-09,1.28E-05
Faecalibacterium.sp..I4.1.79,-2.106740901,4.56E-09,1.28E-05
Butyrivibrio.proteoclasticus,-2.106740901,4.56E-09,1.28E-05
Phascolarctobacterium.faecium,-2.106740901,4.56E-09,1.28E-05
Sphingobacterium.sp..LZ7M1,-2.106740901,4.56E-09,1.28E-05
Paucilactobacillus.oligofermentans,-2.106740901,4.56E-09,1.28E-05
Saccharomonospora.glauca,-2.106740901,4.56E-09,1.28E-05
Acinetobacter.indicus,-2.106740901,4.56E-09,1.28E-05
Terrarubrum.flagellatum,-2.106740901,4.56E-09,1.28E-05
Alistipes.sp..dk3624,-2.106740901,4.56E-09,1.28E-05
X.Clostridium..scindens,-2.106740901,4.56E-09,1.28E-05
Neobacillus.sp..YX16,-2.106740901,4.56E-09,1.28E-05
Acidisoma.sp..PAMC.29798,-2.106740901,4.56E-09,1.28E-05
Peribacillus.sp..FSL.E2.0218,-2.106740901,4.56E-09,1.28E-05
uncultured.Roseibium.sp.,-2.106740901,4.56E-09,1.28E-05
Aristaeella.hokkaidonensis,-2.106740901,4.56E-09,1.28E-05
Actinotignum.urinale,-2.106740901,4.56E-09,1.28E-05
Methylotuvimicrobium.buryatense,-2.106740901,4.56E-09,1.28E-05
Cupriavidus.basilensis,-2.106740901,4.56E-09,1.28E-05
Bradyrhizobium.barranii,-2.106740901,4.56E-09,1.28E-05
Staphylospora.marina,-2.106740901,4.56E-09,1.28E-05
Tessaracoccus.timonensis,-2.106740901,4.56E-09,1.28E-05
Paracoccus.tegillarcae,-2.106740901,4.56E-09,1.28E-05
Bacillus.badius,-2.106740901,4.56E-09,1.28E-05
Synechococcus.sp..CBW1107,-2.106740901,4.56E-09,1.28E-05
Luteibacter.anthropi,-2.106740901,4.56E-09,1.28E-05
Mycoplasmopsis.bovigenitalium,-2.106740901,4.56E-09,1.28E-05
Ruminococcus.champanellensis,-2.106740901,4.56E-09,1.28E-05
Corynebacterium.tuberculostearicum,-2.106740901,4.56E-09,1.28E-05
Crossiella.sp..CA.258035,-2.106740901,4.56E-09,1.28E-05
Campylobacter.fetus,-2.106740901,4.56E-09,1.28E-05
Candidatus.Saccharimonas.aalborgensis,-2.106740901,4.56E-09,1.28E-05
Lacticaseibacillus.rhamnosus,-2.106740901,4.56E-09,1.28E-05
Acetobacterium.sp..KB.1,-2.106740901,4.56E-09,1.28E-05
Sporosarcina.ureilytica,-2.106740901,4.56E-09,1.28E-05
Rhodoferax.aquaticus,-2.106740901,4.56E-09,1.28E-05
Lentibacillus.daqui,-2.106740901,4.56E-09,1.28E-05
Streptomyces.sp..NBC_00455,-2.106740901,4.56E-09,1.28E-05
Halobacillus.mangrovi,-2.106740901,4.56E-09,1.28E-05
Microbacterium.paraoxydans,-2.106740901,4.56E-09,1.28E-05
Campylobacter.concisus,-2.106740901,4.56E-09,1.28E-05
Glaciimonas.sp..PAMC28666,-2.106740901,4.56E-09,1.28E-05
Roseburia.hominis,-2.106740901,4.56E-09,1.28E-05
Luteolibacter.ambystomatis,-2.106740901,4.56E-09,1.28E-05
Stomatobaculum.sp..F0698,-2.106740901,4.56E-09,1.28E-05
Enterobacteriaceae.endosymbiont.of.Donacia.bicoloricornis,-2.106740901,4.56E-09,1.28E-05
Paludisphaera.borealis,-2.106740901,4.56E-09,1.28E-05
Desulfoscipio.gibsoniae,-2.106740901,4.56E-09,1.28E-05
Fretibacterium.fastidiosum,-2.106740901,4.56E-09,1.28E-05
Lactobacillus.johnsonii,-2.106740901,4.56E-09,1.28E-05
Terrisporobacter.mayombei,-2.106740901,4.56E-09,1.28E-05
Aestuariibaculum.sp..YM273,-2.106740901,4.56E-09,1.28E-05
Paenibacillus.sp..MBLB1832,-2.106740901,4.56E-09,1.28E-05
Spiroplasma.endosymbiont.of.Nebria.brevicollis,-2.106740901,4.56E-09,1.28E-05
Treponema.succinifaciens,-2.106740901,4.56E-09,1.28E-05
Methanospirillum.hungatei,-2.106740901,4.56E-09,1.28E-05
Brevibacillus.sp..DP1.3A,-2.106740901,4.56E-09,1.28E-05
Streptococcus.porcinus,-2.106740901,4.56E-09,1.28E-05
Klebsiella.aerogenes,-2.106740901,4.56E-09,1.28E-05
Blautia.wexlerae,-2.106740901,4.56E-09,1.28E-05
Lysinibacillus.sp..2017,-2.106740901,4.56E-09,1.28E-05
Anoxybacillus.sp..FSL.W8.1294,-2.106740901,4.56E-09,1.28E-05
Variovorax.sp..RKNM96,-2.106740901,4.56E-09,1.28E-05
Mahella.australiensis,-2.106740901,4.56E-09,1.28E-05
Glaciihabitans.sp..INWT7,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..MD294,-2.106740901,4.56E-09,1.28E-05
Clostridium.tagluense,-2.106740901,4.56E-09,1.28E-05
Mycoplasma.sp..2045,-2.106740901,4.56E-09,1.28E-05
Candidatus.Westeberhardia.cardiocondylae,-2.106740901,4.56E-09,1.28E-05
Lachnoclostridium.phytofermentans,-2.106740901,4.56E-09,1.28E-05
Mycolicibacterium.fluoranthenivorans,-2.106740901,4.56E-09,1.28E-05
X.Actinomadura..parvosata,-2.106740901,4.56E-09,1.28E-05
Pseudomonas.sp..BSw22131,-2.106740901,4.56E-09,1.28E-05
Streptosporangium.sp..NBC_01756,-2.106740901,4.56E-09,1.28E-05
Alistipes.onderdonkii,-2.106740901,4.56E-09,1.28E-05
Clostridium.sp..M62.1,-2.106740901,4.56E-09,1.28E-05
Sellimonas.intestinalis,-2.106740901,4.56E-09,1.28E-05
Marinobacter.sp..LQ44,-2.106740901,4.56E-09,1.28E-05
Caproiciproducens.sp..NJN.50,-2.106740901,4.56E-09,1.28E-05
